displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,21375.03,,,2024,Annual
Depreciation/ Depletion ,Depreciation/Depletion,900.13,,,2024,Annual
Non- Cash Items ,Non-CashItems,-4975.82,,,2024,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-85973.54,,,2024,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,-68674.20,,,2024,Annual
Capital Expenditures ,CapitalExpenditures,-1435.47,,,2024,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-9524.22,,,2024,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-10959.69,,,2024,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,14725.41,,,2024,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-1183.40,,,2024,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,9169.09,,,2024,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,59997.61,,,2024,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,82708.71,,,2024,Annual
Net Changein Cash ,NetChangeinCash,3074.82,,,2024,Annual
Cash Taxes Paid ,CashTaxesPaid,5975.17,,,2024,Annual
period Length ,periodLength,12,,,2024,Annual
period Type ,periodType,Months,,,2024,Annual
